,text,query,variables,orig_id,db_id,db_path,testsuite,improved_qn
24,return me the total citations of papers in PVLDB before 2005 .,"SELECT SUM( PUBLICATIONalias0.CITATION_NUM ) FROM JOURNAL AS JOURNALalias0 , PUBLICATION AS PUBLICATIONalias0 WHERE JOURNALalias0.NAME = ""PVLDB"" AND PUBLICATIONalias0.JID = JOURNALalias0.JID AND PUBLICATIONalias0.YEAR < 2005 ;","[{'example': 'PVLDB', 'location': 'both', 'name': 'journal_name0', 'type': 'journal_name', 'ancestor_of_occuring_column': {('journal', 'NAME')}}, {'example': '2005', 'location': 'both', 'name': 'publication_year0', 'type': 'publication_year', 'ancestor_of_occuring_column': {('publication', 'YEAR')}}]","('academic', 119)",academic,database/academic/academic.sqlite,"{'database/academic/academic.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1223round40group119.sqlite', 'database/academic/academicv1223round11group10.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite'}",return me the total number of citations for all papers published in the PVLDB journal before the year 2005.
25,return me the total citations of papers in PVLDB in each year .,"SELECT PUBLICATIONalias0.YEAR , SUM( PUBLICATIONalias0.CITATION_NUM ) FROM JOURNAL AS JOURNALalias0 , PUBLICATION AS PUBLICATIONalias0 WHERE JOURNALalias0.NAME = ""PVLDB"" AND PUBLICATIONalias0.JID = JOURNALalias0.JID GROUP BY PUBLICATIONalias0.YEAR ;","[{'example': 'PVLDB', 'location': 'both', 'name': 'journal_name0', 'type': 'journal_name', 'ancestor_of_occuring_column': {('journal', 'NAME')}}]","('academic', 120)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group9.sqlite', 'database/academic/academicv1226round20group9.sqlite', 'database/academic/academicv1223round11group10.sqlite', 'database/academic/academicv1223round40group120.sqlite', 'database/academic/academicv1226round21group9.sqlite', 'database/academic/academicv1226round24group9.sqlite', 'database/academic/academicv1226round22group9.sqlite', 'database/academic/academicv1223round10group7.sqlite'}",return me the total number of citations received by papers published in the PVLDB journal each year.
26,return me the authors who have cooperated with H. V. Jagadish or Divesh Srivastava .,"SELECT AUTHORalias0.NAME FROM AUTHOR AS AUTHORalias0 , AUTHOR AS AUTHORalias1 , ORGANIZATION AS ORGANIZATIONalias0 , ORGANIZATION AS ORGANIZATIONalias1 WHERE ( AUTHORalias1.NAME = ""H. V. Jagadish"" OR AUTHORalias1.NAME = ""Divesh Srivastava"" ) AND ORGANIZATIONalias0.OID = AUTHORalias0.OID AND ORGANIZATIONalias0.OID = AUTHORalias1.OID ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}, {'example': 'Divesh Srivastava', 'location': 'both', 'name': 'author_name1', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}]","('academic', 129)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1223round40group129.sqlite', 'database/academic/academicv1226round23group10.sqlite'}",return me the names of authors who are part of the same organization as H. V. Jagadish or Divesh Srivastava.
27,return me the papers written by H. V. Jagadish and Divesh Srivastava .,"SELECT PUBLICATIONalias0.TITLE FROM AUTHOR AS AUTHORalias0 , AUTHOR AS AUTHORalias1 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 , WRITES AS WRITESalias1 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND AUTHORalias1.NAME = ""Divesh Srivastava"" AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID AND WRITESalias1.AID = AUTHORalias1.AID AND WRITESalias1.PID = PUBLICATIONalias0.PID ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}, {'example': 'Divesh Srivastava', 'location': 'both', 'name': 'author_name1', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}]","('academic', 131)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1226round23group10.sqlite', 'database/academic/academicv1223round40group131.sqlite'}",return me the titles of papers that were co-authored by H. V. Jagadish and Divesh Srivastava.
28,return me the papers written by H. V. Jagadish and Divesh Srivastava before 2000 .,"SELECT PUBLICATIONalias0.TITLE FROM AUTHOR AS AUTHORalias0 , AUTHOR AS AUTHORalias1 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 , WRITES AS WRITESalias1 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND AUTHORalias1.NAME = ""Divesh Srivastava"" AND PUBLICATIONalias0.YEAR < 2000 AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID AND WRITESalias1.AID = AUTHORalias1.AID AND WRITESalias1.PID = PUBLICATIONalias0.PID ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}, {'example': 'Divesh Srivastava', 'location': 'both', 'name': 'author_name1', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}, {'example': '2000', 'location': 'both', 'name': 'publication_year0', 'type': 'publication_year', 'ancestor_of_occuring_column': {('publication', 'YEAR')}}]","('academic', 136)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1223round40group136.sqlite', 'database/academic/academicv1226round23group10.sqlite', 'database/academic/academicv1223round11group10.sqlite'}","return me paper titles that were co-authored by H. V. Jagadish and Divesh Srivastava, which published before the year 2000."
29,return me the number of authors who have more than 10 papers containing keyword Relational Database .,"SELECT COUNT( * ) FROM ( SELECT AUTHORalias0.NAME FROM AUTHOR AS AUTHORalias0 , KEYWORD AS KEYWORDalias0 , PUBLICATION AS PUBLICATIONalias0 , PUBLICATION_KEYWORD AS PUBLICATION_KEYWORDalias0 , WRITES AS WRITESalias0 WHERE KEYWORDalias0.KEYWORD = ""Relational Database"" AND PUBLICATION_KEYWORDalias0.KID = KEYWORDalias0.KID AND PUBLICATIONalias0.PID = PUBLICATION_KEYWORDalias0.PID AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID GROUP BY AUTHORalias0.NAME HAVING COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) > 10 ) AS DERIVED_TABLEalias0 ;","[{'example': 'Relational Database', 'location': 'both', 'name': 'keyword_keyword0', 'type': 'keyword_keyword', 'ancestor_of_occuring_column': {('keyword', 'KEYWORD')}}, {'example': '10', 'location': 'both', 'name': 'publication_title0', 'type': 'publication_title', 'ancestor_of_occuring_column': set()}]","('academic', 147)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1226round20group11.sqlite', 'database/academic/academicv1223round32group10.sqlite', 'database/academic/academicv1226round22group11.sqlite', 'database/academic/academicv1226round24group11.sqlite', 'database/academic/academicv1226round12group9.sqlite', 'database/academic/academicv1223round10group9.sqlite', 'database/academic/academicv1223round13group11.sqlite', 'database/academic/academicv1226round10group9.sqlite', 'database/academic/academicv1223round11group12.sqlite', 'database/academic/academicv1226round11group9.sqlite', 'database/academic/academicv1223round20group147.sqlite', 'database/academic/academicv1226round21group11.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round40group147.sqlite', 'database/academic/academicv1223round14group11.sqlite', 'database/academic/academic.sqlite', 'database/academic/academicv1226round23group11.sqlite', 'database/academic/academicv1223round23group147.sqlite', 'database/academic/academicv1223round12group2.sqlite'}","return me the number of authors who have published more than 10 papers that include the keyword ""Relational Database""."
30,"return me the number of journals, which have more than 60 papers containing keyword Relational Database .","SELECT COUNT( * ) FROM ( SELECT JOURNALalias0.NAME FROM JOURNAL AS JOURNALalias0 , KEYWORD AS KEYWORDalias0 , PUBLICATION AS PUBLICATIONalias0 , PUBLICATION_KEYWORD AS PUBLICATION_KEYWORDalias0 WHERE KEYWORDalias0.KEYWORD = ""Relational Database"" AND PUBLICATION_KEYWORDalias0.KID = KEYWORDalias0.KID AND PUBLICATIONalias0.JID = JOURNALalias0.JID AND PUBLICATIONalias0.PID = PUBLICATION_KEYWORDalias0.PID GROUP BY JOURNALalias0.NAME HAVING COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) > 60 ) AS DERIVED_TABLEalias0 ;","[{'example': 'Relational Database', 'location': 'both', 'name': 'keyword_keyword0', 'type': 'keyword_keyword', 'ancestor_of_occuring_column': {('keyword', 'KEYWORD')}}, {'example': '60', 'location': 'both', 'name': 'publication_title0', 'type': 'publication_title', 'ancestor_of_occuring_column': set()}]","('academic', 149)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1226round20group1.sqlite', 'database/academic/academicv1223round3220group1.sqlite', 'database/academic/academicv1226round11group1.sqlite', 'database/academic/academicv1223round352group1.sqlite', 'database/academic/academicv1223round14group1.sqlite', 'database/academic/academicv1226round22group1.sqlite', 'database/academic/academicv1223round311group1.sqlite', 'database/academic/academicv1223round3121group1.sqlite', 'database/academic/academicv1223round31group1.sqlite', 'database/academic/academicv1226round24group1.sqlite', 'database/academic/academicv1223round11group12.sqlite', 'database/academic/academicv1226round23group1.sqlite', 'database/academic/academicv1226round12group1.sqlite', 'database/academic/academicv1226round10group1.sqlite', 'database/academic/academicv1223round10group10.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round39group1.sqlite', 'database/academic/academicv1223round3206group1.sqlite', 'database/academic/academicv1223round349group1.sqlite', 'database/academic/academicv1226round21group1.sqlite', 'database/academic/academicv1223round12group4.sqlite', 'database/academic/academicv1223round40group149.sqlite', 'database/academic/academic.sqlite', 'database/academic/academicv1223round324group1.sqlite', 'database/academic/academicv1223round13group2.sqlite', 'database/academic/academicv1223round3117group1.sqlite'}","return me the number of journals, which have published more than 60 papers containing the keyword ""Relational Database""."
31,"return me the number of keywords, which have been contained by more than 100 papers in VLDB conference .","SELECT COUNT( * ) FROM ( SELECT KEYWORDalias0.KEYWORD FROM CONFERENCE AS CONFERENCEalias0 , KEYWORD AS KEYWORDalias0 , PUBLICATION AS PUBLICATIONalias0 , PUBLICATION_KEYWORD AS PUBLICATION_KEYWORDalias0 WHERE CONFERENCEalias0.NAME = ""VLDB"" AND PUBLICATION_KEYWORDalias0.KID = KEYWORDalias0.KID AND PUBLICATIONalias0.CID = CONFERENCEalias0.CID AND PUBLICATIONalias0.PID = PUBLICATION_KEYWORDalias0.PID GROUP BY KEYWORDalias0.KEYWORD HAVING COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) > 100 ) AS DERIVED_TABLEalias0 ;","[{'example': 'VLDB', 'location': 'both', 'name': 'conference_name0', 'type': 'conference_name', 'ancestor_of_occuring_column': {('conference', 'NAME')}}, {'example': '100', 'location': 'both', 'name': 'publication_title0', 'type': 'publication_title', 'ancestor_of_occuring_column': set()}]","('academic', 150)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round32group2.sqlite', 'database/academic/academicv1223round3220group1.sqlite', 'database/academic/academicv1223round40group150.sqlite', 'database/academic/academicv1223round12group12.sqlite', 'database/academic/academicv1223round311group1.sqlite', 'database/academic/academicv1226round12group2.sqlite', 'database/academic/academicv1223round3388group1.sqlite', 'database/academic/academicv1226round10group2.sqlite', 'database/academic/academicv1223round382group1.sqlite', 'database/academic/academicv1223round11group13.sqlite', 'database/academic/academicv1223round3491group1.sqlite', 'database/academic/academicv1226round22group2.sqlite', 'database/academic/academicv1223round10group10.sqlite', 'database/academic/academicv1223round14group2.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round3235group1.sqlite', 'database/academic/academicv1226round23group2.sqlite', 'database/academic/academicv1226round11group2.sqlite', 'database/academic/academic.sqlite', 'database/academic/academicv1226round24group2.sqlite', 'database/academic/academicv1223round13group3.sqlite', 'database/academic/academicv1226round21group2.sqlite', 'database/academic/academicv1226round20group2.sqlite', 'database/academic/academicv1223round33group2.sqlite'}","return me the number of keywords, which have been contained by more than 100 papers at the VLDB conference."
32,"return me the number of keywords, which have been contained by more than 10 papers of H. V. Jagadish .","SELECT COUNT( * ) FROM ( SELECT KEYWORDalias0.KEYWORD FROM AUTHOR AS AUTHORalias0 , KEYWORD AS KEYWORDalias0 , PUBLICATION AS PUBLICATIONalias0 , PUBLICATION_KEYWORD AS PUBLICATION_KEYWORDalias0 , WRITES AS WRITESalias0 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND PUBLICATION_KEYWORDalias0.KID = KEYWORDalias0.KID AND PUBLICATIONalias0.PID = PUBLICATION_KEYWORDalias0.PID AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID GROUP BY KEYWORDalias0.KEYWORD HAVING COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) > 10 ) AS DERIVED_TABLEalias0 ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}, {'example': '10', 'location': 'both', 'name': 'publication_title0', 'type': 'publication_title', 'ancestor_of_occuring_column': set()}]","('academic', 152)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round10group10.sqlite', 'database/academic/academic.sqlite', 'database/academic/academicv1226round21group11.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round23group11.sqlite', 'database/academic/academicv1226round20group11.sqlite', 'database/academic/academicv1223round40group152.sqlite', 'database/academic/academicv1226round22group11.sqlite', 'database/academic/academicv1223round11group13.sqlite', 'database/academic/academicv1226round24group11.sqlite', 'database/academic/academicv1226round11group9.sqlite', 'database/academic/academicv1226round12group9.sqlite', 'database/academic/academicv1223round13group11.sqlite', 'database/academic/academicv1223round12group12.sqlite', 'database/academic/academicv1226round10group9.sqlite', 'database/academic/academicv1223round14group11.sqlite'}","return me the number of publication keywords, which have been contained by more than 10 papers of author H. V. Jagadish."
33,"return me the keyword, which have been contained by the most number of papers by H. V. Jagadish .","SELECT KEYWORDalias0.KEYWORD FROM AUTHOR AS AUTHORalias0 , KEYWORD AS KEYWORDalias0 , PUBLICATION AS PUBLICATIONalias0 , PUBLICATION_KEYWORD AS PUBLICATION_KEYWORDalias0 , WRITES AS WRITESalias0 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND PUBLICATION_KEYWORDalias0.KID = KEYWORDalias0.KID AND PUBLICATIONalias0.PID = PUBLICATION_KEYWORDalias0.PID AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID GROUP BY KEYWORDalias0.KEYWORD ORDER BY COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) DESC LIMIT 1 ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}]","('academic', 155)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1223round11group11.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1226round23group10.sqlite', 'database/academic/academicv1223round40group155.sqlite'}","return me the number of publication keywords, which have been contained by the most number of papers by author H. V. Jagadish."
34,"return me the conferences, which have more than 10 papers by H. V. Jagadish .","SELECT CONFERENCEalias0.NAME FROM AUTHOR AS AUTHORalias0 , CONFERENCE AS CONFERENCEalias0 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND PUBLICATIONalias0.CID = CONFERENCEalias0.CID AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID GROUP BY CONFERENCEalias0.NAME HAVING COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) > 10 ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}, {'example': '10', 'location': 'both', 'name': 'publication_title0', 'type': 'publication_title', 'ancestor_of_occuring_column': set()}]","('academic', 159)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round10group10.sqlite', 'database/academic/academicv1226round21group11.sqlite', 'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1226round20group11.sqlite', 'database/academic/academicv1226round23group11.sqlite', 'database/academic/academicv1223round40group159.sqlite', 'database/academic/academicv1223round39group10.sqlite', 'database/academic/academicv1226round22group11.sqlite', 'database/academic/academicv1223round11group13.sqlite', 'database/academic/academicv1223round316group1.sqlite', 'database/academic/academicv1226round24group11.sqlite', 'database/academic/academicv1223round13group11.sqlite', 'database/academic/academicv1223round12group12.sqlite', 'database/academic/academicv1223round14group11.sqlite', 'database/academic/academicv1223round20group159.sqlite'}","return me the name of conferences, which have more than 10 papers by author H. V. Jagadish."
35,"return me the conference, which have the most number of papers by H. V. Jagadish .","SELECT CONFERENCEalias0.NAME FROM AUTHOR AS AUTHORalias0 , CONFERENCE AS CONFERENCEalias0 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND PUBLICATIONalias0.CID = CONFERENCEalias0.CID AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID GROUP BY CONFERENCEalias0.NAME ORDER BY COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) DESC LIMIT 1 ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}]","('academic', 160)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1223round11group11.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1226round23group10.sqlite', 'database/academic/academicv1223round40group160.sqlite'}","return me the name of conferences, which have the most number of papers by author H. V. Jagadish."
36,"return me the journal, which have the most number of papers by H. V. Jagadish .","SELECT JOURNALalias0.NAME FROM AUTHOR AS AUTHORalias0 , JOURNAL AS JOURNALalias0 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND PUBLICATIONalias0.JID = JOURNALalias0.JID AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID GROUP BY JOURNALalias0.NAME ORDER BY COUNT( DISTINCT ( PUBLICATIONalias0.TITLE ) ) DESC LIMIT 1 ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}]","('academic', 162)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1223round11group11.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1223round40group162.sqlite', 'database/academic/academicv1226round23group10.sqlite'}","return me the name of journal, which have the most number of papers by author H. V. Jagadish."
37,return me the paper in Databases area with the most citations .,"SELECT PUBLICATIONalias0.TITLE FROM DOMAIN AS DOMAINalias0 , DOMAIN_PUBLICATION AS DOMAIN_PUBLICATIONalias0 , PUBLICATION AS PUBLICATIONalias0 WHERE DOMAINalias0.DID = DOMAIN_PUBLICATIONalias0.DID AND DOMAINalias0.NAME = ""Databases"" AND PUBLICATIONalias0.PID = DOMAIN_PUBLICATIONalias0.PID ORDER BY PUBLICATIONalias0.CITATION_NUM DESC LIMIT 1 ;","[{'example': 'Databases', 'location': 'both', 'name': 'domain_name0', 'type': 'domain_name', 'ancestor_of_occuring_column': {('domain', 'NAME')}}]","('academic', 164)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1223round12group10.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1223round11group11.sqlite', 'database/academic/academicv1223round40group164.sqlite', 'database/academic/academicv1226round23group10.sqlite', 'database/academic/academicv1223round13group10.sqlite'}","return me the title of paper in the domain of ""Databases"" with the highest citation number."
38,return me the paper by H. V. Jagadish with the most citations .,"SELECT PUBLICATIONalias0.TITLE FROM AUTHOR AS AUTHORalias0 , PUBLICATION AS PUBLICATIONalias0 , WRITES AS WRITESalias0 WHERE AUTHORalias0.NAME = ""H. V. Jagadish"" AND WRITESalias0.AID = AUTHORalias0.AID AND WRITESalias0.PID = PUBLICATIONalias0.PID ORDER BY PUBLICATIONalias0.CITATION_NUM DESC LIMIT 1 ;","[{'example': 'H. V. Jagadish', 'location': 'both', 'name': 'author_name0', 'type': 'author_name', 'ancestor_of_occuring_column': {('author', 'NAME')}}]","('academic', 167)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1223round12group10.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1223round11group11.sqlite', 'database/academic/academicv1226round23group10.sqlite', 'database/academic/academicv1223round40group167.sqlite'}",return me the title of paper by author H. V. Jagadish with the highest citation number.
39,return me the paper after 2000 in PVLDB with the most citations .,"SELECT PUBLICATIONalias0.TITLE FROM JOURNAL AS JOURNALalias0 , PUBLICATION AS PUBLICATIONalias0 WHERE JOURNALalias0.NAME = ""PVLDB"" AND PUBLICATIONalias0.JID = JOURNALalias0.JID AND PUBLICATIONalias0.YEAR > 2000 ORDER BY PUBLICATIONalias0.CITATION_NUM DESC LIMIT 1 ;","[{'example': 'PVLDB', 'location': 'both', 'name': 'journal_name0', 'type': 'journal_name', 'ancestor_of_occuring_column': {('journal', 'NAME')}}, {'example': '2000', 'location': 'both', 'name': 'publication_year0', 'type': 'publication_year', 'ancestor_of_occuring_column': {('publication', 'YEAR')}}]","('academic', 170)",academic,database/academic/academic.sqlite,"{'database/academic/academicv1223round50.sqlite', 'database/academic/academicv1223round10group8.sqlite', 'database/academic/academicv1223round11group11.sqlite', 'database/academic/academicv1226round20group10.sqlite', 'database/academic/academicv1226round24group10.sqlite', 'database/academic/academicv1226round22group10.sqlite', 'database/academic/academicv1226round21group10.sqlite', 'database/academic/academicv1223round12group11.sqlite', 'database/academic/academicv1226round23group10.sqlite', 'database/academic/academicv1223round13group11.sqlite', 'database/academic/academicv1223round20group170.sqlite', 'database/academic/academicv1223round40group170.sqlite', 'database/academic/academicv1223round14group11.sqlite'}",return me the title of paper after year 2000 in jounal PVLDB with the highest citation number.
